"xml_@ref","xml_text()","aiddata_id","iati_org_code","iati_org_name"
"3555","Ministry of Communication","110593436","",""
"3558","Ministry of Local Administrati","110593436","",""
"3567","Fondo Nacional de Ciencia","110593436","",""
"3573","Meteorological Services","110593436","",""
"3577","Ministry of National Security","110593436","",""
"3582","Ministry of Energy and Mining","110593436","",""
"3583","Dept. of Correctional Services","110593436","",""
"3585","Min of Foreign Trade& Industry","110593436","",""
"3605","STH-GOVERNMENT OFFICE","110593436","",""
"3619","SLO-MINISTRY OF LABOUR","110593436","",""
"3631","SLO-MINISTRY OF ENVIRONMENT","110593436","",""
"3680","Instituto Nicaraguense de la J","110593436","",""
"3681","IND-Forest Deptt.Government of","110593436","",""
"3681","Instituto Nacional Tecnologico","110593436","",""
"3682","Ministerio de Energia y Minas","110593436","",""
"3711","Gross National Happiness Commi","110593436","",""
"3716","National Council Secretariat","110593436","",""
"3718","Department  of Local Governanc","110593436","",""
"3720","Ministry of Finance","110593436","",""
"3729","CPV-DIRECCAO GERAL AMBIENTE","110593436","",""
"3742","CPV-MINISTERIO TRABALHO E SOLI","110593436","",""
"3744","CPV-INSTITUTO NACIONAL ESTATIS","110593436","",""
"3745","CPV-SECRETARIA ESTADO JUVENTUD","110593436","",""
"3759","Programme des Volontaires des","120834146","",""
"3763","Minis Juventude EDRH","110593436","",""
"3764","Central Election Commission","120834146","",""
"3767","FUND.DE CAP.E INNOV DESARR RUR","142309408","",""
"3768","Ministry of Social Affairs and","110593436","",""
"3769","Presidencia Consejo de Ministr","110593436","",""
"3770","Ministry of Justice, Damascus","110593436","",""
"3774","NATIONAL AIDS CONTROL ORGANISA","110593436","",""
"3775","MIN.OF LOCAL GOV.&REG. DEVEL","110593436","",""
"3800","Ministry - Labor&Social Policy","110593436","",""
"3813","GENERAL COMMISSION FOR ALGHAB","110593436","",""
"3815","Secretaria Nacional de Planifi","110593436","",""
"3817","AGECI","110593436","",""
"3817","Banco del Pueblo Soberano","110593436","",""
"3821","Secretaria Nacional Migracione","142309408","",""
"3822","SEC. TECNICA GESTION DE RIESGO","110593436","",""
"3824","MINISTRY OF COMMERCE","110593436","",""
"3825","Bureau of Energy Efficiency","110593436","",""
"3825","MINISTERIO DEL TRABAJO","110593436","",""
"3826","Ministry of Railways","110593436","",""
"3827","GOB-REG METROPOLITANO SANTIAGO","110593436","",""
"3827","Govt. of Nagaland","110593436","",""
"3827","Ministry","110593436","",""
"3828","TRIBUNAL ELECTORAL PJF","110593436","",""
"3829","SUBSECRETARIA DE MEDIO AMBIENT","142309408","",""
"3830","SUBSECRETARIA DE  MEDIO AMBIEN","110593436","",""
"3831","MEF-MINISTERIO DE ECONOMIA Y F","110593436","",""
"3831","Com. para Ahorro de Energia","110593436","",""
"3832","Government of maharashtra","110593436","",""
"3833","Gobierno Regional de Junin","110593436","",""
"3833","Transparencia Mexicana, A.C.","110593436","",""
"3834","FED. MEX. IND. AEROESPACIAL","110593436","",""
"3835","Comision Nacional Forestal","110593436","",""
"3836","SECRETARIA DE  EDUCATION  PUBL","110593436","",""
"3840","Cons.Ejec.Empress Globales","110593487","",""
"3841","SERNAPAM","110593436","",""
"3842","Secretaria Gen de Gob Zacateca","110593436","",""
"3843","Fondo Nacional  de apoyos para","110593436","",""
"3845","Instituto de la Mujer Durangue","110593436","",""
"3846","Camara Nacional de Ind del Cal","110593436","",""
"3846","PER Gobierno Regional de Tacna","110593436","",""
"3847","Secretaria de Gobierno D.F","110593436","",""
"3851","Fundacion de las Americas","110593436","",""
"3852","Poder Judicial Michoacan","110593436","",""
"3853","GOBIERNO DE YUCATAN","110593436","",""
"3855","Desarrollo Integral de la Fami","110593436","",""
"3860","Min of Env, Wildlife,& Tourism","110593436","",""
"10000","PUBLIC SECTOR INSTITUTIONS","142309408","",""
"10000","The Nordic Africa Institute","142309408","",""
"10000","Government","142309408","",""
"10000","Government - Country unknown","142309408","",""
"10000","Government experts","142309408","",""
"10000","Government of West Bank/Gaza","142309408","",""
"10000","PUBLIC SECTOR (donor, recipient, other)","142309408","",""
"10009","MONTREAL PROTOCOL","120834146","",""
"10056","SAVE THE CHILDREN FUND","142309408","",""
"10057","EMPRESAS PRIVADAS","142309408","",""
"10062","World Wildlife Fund -WWF","142309408","",""
"10125","MUUNICIPIO DEL DISTRITO METROPOLITANO DE QUITO","110593436","",""
"10135","RIVERS STATE GOVERNMENT","110593436","",""
"10211","SERVICIO NACIONAL DE LA MUJER","120834146","",""
"10215","NORTH EAST COMMUNITY RESTORATION AND DEVELOPMENT PROJECT","142309408","",""
"10216","AGENCIA ESPANOLA DE COOPERACION INTERNACIONAL","110593436","",""
"10224","INTERCHURCH ORG FOR DEVELOPMEN","142309408","",""
"10228","Aarhus United A/S","142309408","",""
"10239","FEDERAL MINISTRY FOR THE ENVIRONMENT, NATURE CONVSERVATION AND NUCLEAR SAFETY.","110593436","",""
"10245","OPEN SOCIETY INSTITUTE","142309408","",""
"10259","National Telecom Regulatory Authority","142309408","",""
"10262","COMISION NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDIGENAS","142309408","",""
"10277","VODAFONE","142309408","",""
"10283","KREDITANSTALT FUR WIEDERAUFBAU","110593436","",""
"10296","KPMG","142309408","",""
"10309","GOBERNACION DE NARINO","110593436","",""
"10315","ORG FOR SECURITY AND COOPERATI","120834146","",""
"10318","MICRO-SOFT","142309408","",""
"10322","UNILEVER PLC","142309408","",""
"10327","TOBAGO HOUSE OF ASSEMBLY","110593436","",""
"10342","OXFAM","142309408","",""
"10358","MINISTRY OF HEALTH OF TURKMENI","110593436","",""
"10361","ZAYED FOUNDATION","142309408","",""
"10370","RODRIGUES REGIONAL ASSEMBLY","110593436","",""
"10389","ROCKEFELLER BROTHERS FUND","142309408","",""
"10399","ANGAD RUPEE & SONS","142309408","",""
"10405","ZHYTOMYR MUNICIPALITY","110593436","",""
"10409","The US Committee for UNDP (UNDP-USA) supports the work of the United Nations Development Programme to improve the quality of life for millions of people around the world by promoting democratic governanceundefined proverty reductionundefined crisis prevention and recoveryundefined energy and enviromental issuesundefined and reducing the impact of the HIV/AIDS pandermic.","142309408","",""
"10420","COMMONWEALTH SECRETARIAT","142309408","",""
"10421","COLUMBIA UNIVERSITY","142309408","",""
"10427","BETTER WORLD FUND (FOUNDATION)","142309408","",""
"10430","GOBIERNO DEL ESTADO DE  YUCATAN","110593436","",""
"10431","FONDO PARA LA PREVENCION DE DESASTRES NATURALES DE SECRETARIA DE GOBERNACION COORDINACION GENERAL DE PROTECCION CIVIL","110593436","",""
"10432","INTERNATIONAL FEDERATION OF RED CROSS AND CRESENT SOCIETIES","142309408","",""
"10444","Uni?_n Inter-Parlamentaria","142309408","",""
"10451","CREMONA DECENTRALIZED COOR COMMITTEE","142309408","",""
"10453","FOLIGNO DECENTRALIZED COOP","142309408","",""
"10454","CECINA DECENTRALIZED COOP COMMITTEE","142309408","",""
"10455","BERGAMO DECENTRALIZED COOP COMMITTEE","142309408","",""
"10456","BEAZ","142309408","",""
"10458","COMO DECENTRALIZED COOP COMMITTEE","142309408","",""
"10459","FAMSI DECENTRALIZED COOP COMMITTEE","142309408","",""
"10460","FLORENCIA  DECENTRALIZED COOP COMMITTEE","142309408","",""
"10461","VIAREGGIO DECENTRALIZED COOP COMMITTEE","142309408","",""
"10463","REGIONE LOMBARDIA DECENTRALIZED COMMITTEE","142309408","",""
"10465","AGENCIA CATALANA DE COOP AL DE","110593436","",""
"10469","Agencia Catalana de Cooperaci?_n al Desarrollo","110593436","",""
"10470","CORE INTERNATIONAL, INC.","142309408","",""
"10473","TSUNAMI DISASTER DONOR","142309408","",""
"10481","ALCALDIA DE SOACHA","142309408","",""
"10482","COMISION NACIONAL FORESTAL","142309408","",""
"10494","TOTAL E & P SYRIE","142309408","",""
"10510","MICROSOFT CORPORATION","142309408","",""
"10517","GLOBAL MECHANISM","120834146","",""
"10537","GUANGXI STORA ENSO FORESTRY CO","142309408","",""
"10545","INTERNATIONAL IDEA","120834146","",""
"10550","Government of Province of NWFP","110593436","",""
"10559","ADAMAWA STATE GOVERNMENT","110593436","",""
"10560","AKWA IBOM STATE GOVERMENT","110593436","",""
"10562","ONDO STATE GOVERNMENT","110593436","",""
"10563","SOKOTO STATE GOVERNMENT","110593436","",""
"10565","GOBIERNO VASCO","110593436","",""
"10567","EUKAL FONDOA","142309408","",""
"10580","GOBERNACION DE BOYACA","110593436","",""
"10585","JOHNSON & JOHNSON FAMILY OF COMPANIES","142309408","",""
"10591","COMITE DE SIENA PARA LA COOPERACION DECENTRALIZADA","142309408","",""
"10592","COMITE DE COOPERACION DESCENTRALIZADA LIVORNO","142309408","",""
"10639","SAUDI COMMITTEE FOR THE RELIEF OF PALESTINIAN PEOPLE","142309408","",""
"10644","MINISTRY OF LOCAL GOVERNMENT, TRINIDAD AND TOBAGO","110593436","",""
"10645","MINISTERIO DE ENRGIA Y MINAS","110593436","",""
"10647","FIRST DATA WESTERN UNION FOUNDATION USA","142309408","",""
"10657","FONS CATALA DE COOPERACIO","142309408","",""
"10658","FONDO ANDALUZ DE MUNICIPIOS PARA LA SOLIDARIDAD INTERNACIONAL - FAMSI","142309408","",""
"10664","SOCIETY FOR TORGHAR ENVIRONMENTAL PROTECTION","142309408","",""
"10678","MINISTRY OF EDUCATION, TRINIDAD AND TOBAGO","110593436","",""
"10684","MINISTRY OF BASIC EDUCATION-HIV AND AIDS MANAGEMENT UNIT(NAMU)","110593436","",""
"10685","ACTING AS TRUSTEE FOR MULTI DONOR TRUST FUND FOR ACEH AND NORTH SUMATRA(MDTFANS)","120834146","",""
"10699","WORLD CONSERVATION UNION","120834146","",""
"10701","FLINDERS ISLAND COUNCIL","142309408","",""
"10702","ROTARY CLUB OF SALAMANDER BAY INC","142309408","",""
"10727","GOBIENO DEL ESTADO DE CAMPECHE, SECRITARIA DE DESARROLLO RURAL","110593436","",""
"10733","GOBIENOS ESTATALES","110593436","",""
"10737","THE MANUFACTURER,MARKETER, AND DISTRIBUTOR OF NONALCOHOLIC BEVERAGE CONCENTRATES AND SYRUPS","142309408","",""
"10741","PER - MUNICIPALIDAD PROVINCIAL DE AMAZONAS","142309408","",""
"10752","NOVOGRAD-VOLYNSKY MUNICIPALITY","110593436","",""
"10753","ONG CENTRO DE INICIATIVAS PARA LA COOPERACION BATA","142309408","",""
"10758","MANSOUR GROUP","142309408","",""
"10761","SYR THE MINISTRY OF LOCAL ADMINISTRATION AND ENVIRONMENT","110593436","",""
"10783","MILLENNIUM VILLAGES INTERNATIONAL, FUNDS FOR THE MILLENNIUM PROMISE VILLAGES PROJECT(MV2s\"), INITIATED IN PARTNERSHIP WITH COLUMBIA UNIVERSITY'S EARTH INSTITUTE, THE UN MILLENNIUM PRIJECT AND UNDP. FUNDS ARE PROVIDED BY INFIVIDUAL\"","142309408","",""
"10783","MILLENNIUM VILLAGES INTERNATIONALundefined FUNDS FOR THE MILLENNIUM PROMISE VILLAGES PROJECT(MV2s\")undefined INITIATED IN PARTNERSHIP WITH COLUMBIA UNIVERSITY'S EARTH INSTITUTEundefined THE UN MILLENNIUM PRIJECT AND UNDP. FUNDS ARE PROVIDED BY INFIVIDUAL PRIVATE DONORS VIA MILLENNIUM VILLAGES INTERNATIONAL. MILLENNIUM VILLAGES INTERNATIONAL IS THE EXECUTING AGENT FOR THIS PROJECT.\"","142309409","",""
"10784","SHELL FOUNDATION","142309408","",""
"10786","MOSS","110593436","",""
"10789","INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA","142309408","",""
"10792","STOCKHOLM INTERNATIONAL WATER INSTITUTE","142309408","",""
"10795","PROVINCIA DE PAVIA","110593436","",""
"10796","AYUNTAMIENTO DE ZARAGOZA","110593436","",""
"10797","COMITE PARA LA COOPERACION ZONA DEL CUERO","142309408","",""
"10802","AYUNT AMIENTO EL PRAT DE LLOBREGAT","110593436","",""
"10836","MOSCOW STATE UNIVERSITY","142309408","",""
"10846","RENEWABLE ENERGY AND ENERGY EFFICIENCY PARTNERSHIP","142309408","",""
"10855","IBEROAMERICAN MINISTERIAL MEETING / SECRITARIA GENERAL IBEROAMERICANA","120834146","",""
"10880","CAMARA DE COMERCIO DE CARTAGENA","142309408","",""
"10881","Total is a leading multinational energy company with operations in more than 130 countries.  Together with its subsidiaries and affiliates, Total is the fourth largest publicly-traded integrated oil and gas company in the world.  Its business cove","142309408","",""
"10881","Total is a leading multinational energy company with operations in more than 130 countries. Together with its subsidiaries and affiliatesundefined Total is the fourth largest publicly-traded integrated oil and gas company in the world. Its business cover the entire oil and gas chainundefined from crude oil and natural gas exploration and production to the gas downstream (including power generation)undefined transportationundefined refiningundefined petroleum product marketingundefined and international crude oil and product trading.","142309410","",""
"10882","IBM is the world's largest information technology company, and the world's largest consulting services organization.","142309408","",""
"10889","HOLOPRYSTAN MUNICIPALITY","110593436","",""
"10890","MYKOLAYIV MUNICIPALITY","110593436","",""
"10893","FUNDACION ROSA LUXEMBURGO","142309408","",""
"10897","the world's largest enterprise software company, Oracle is the only vendor to offer solytions for every tier of your business-database, middleware, business intelligence, business applications. and collaboration.","142309408","",""
"10907","OFFICE OF THE KOSICE SELF-GOVERNING REGION","110593436","",""
"10951","REGIONE VENETO","110593436","",""
"10952","VEOLIA ENVIRONNMENT","142309408","",""
"10956","AGENCIA SUIZA PARA EL DESARROLLO Y LA COOPERACION (COSUDE)","110593436","",""
"10959","ALCALDIA DEL MUNC VALENCIA","110593436","",""
"10960","AYUNTAMIENTO DE BILBAO","110593436","",""
"10964","MARIA SHARAPOVA FOUNDATION","142309408","",""
"10970","NOVO-VOLYNSK MUNICIPALITY","110593436","",""
"10976","THE ORGANIZATION OF THE BLACK SEA ECONOMIC CO-OPERATION IS A REGIONAL ORGANIZATION COMPOSED BY ALBANIAundefined ARMENIAundefined AZERBAIJANundefined BULGARIAundefined GEORGIAundefined GREECEundefined MOLDOVAundefined ROMANIAundefinedRUSSIAundefined SERBIAundefined TURKEY AND UKRAINE. ITS MAJOR OBJECTIVE IS TO FOSTER REGIONAL INTERGRATION AMONG ITS MEMBER STATES","142309411","",""
"10977","CHANGER D'HABITUDE - S'OPPOSER A LA CORRUPTION","142309408","",""
"10980","HALYCH MUNICIPALITY","110593436","",""
"10992","DIRECCION DE PREVENCION Y ATENCION DE DESASTRES - FONDO NACIONAL DE CALAMIDADES - FINDUPREVISORA S.A.","110593436","",""
"10993","BUL MINISTRY OF REGIONAL  DEVELOPMENT AND PUBLIC WORKS","110593436","",""
